tracking_id	shCtrl-1_0	shCtrl-2_0	shU-1_0	shU-2_0	Gene_ID	Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name
ENSMUSG00000001056.3	69.0281	72.2497	146.13	134.192	ENSMUSG00000001056	ENSMUSG00000001056	51619735	51623714	Nhp2	11
ENSMUSG00000001062.11	3.9131	3.4157300000000004	2.13294	1.93502	ENSMUSG00000001062	ENSMUSG00000001062	123242356	123254348	Vps9d1	8
ENSMUSG00000001065.8	11.8762	14.0206	12.6362	11.4255	ENSMUSG00000001065	ENSMUSG00000001065	123254195	123269745	Zfp276	8
ENSMUSG00000001076.6	0.0	0.0	0.0	0.0	ENSMUSG00000001076	ENSMUSG00000001076	99084086	99087817	C1ql4	15
ENSMUSG00000001082.6	29.7541	26.6197	26.9213	28.4504	ENSMUSG00000001082	ENSMUSG00000001082	34633642	34637212	Mfsd10	5
ENSMUSG00000001089.8	18.526	19.7071	29.2931	29.2896	ENSMUSG00000001089	ENSMUSG00000001089	136469761	136554780	Luzp1	4
ENSMUSG00000001095.5	0.0135321	0.0302536	0.336931	0.494783	ENSMUSG00000001095	ENSMUSG00000001095	78397087	78422217	Slc13a2	11
ENSMUSG00000001098.8	59.3615	56.4667	209.24200000000002	196.69400000000002	ENSMUSG00000001098	ENSMUSG00000001098	114363567	114380508	Kctd10	5
ENSMUSG00000001100.4	49.7702	52.6819	54.9382	53.7101	ENSMUSG00000001100	ENSMUSG00000001100	78512193	78522736	Poldip2	11
ENSMUSG00000001103.6	0.05490790000000001	0.0309012	0.13100799999999999	0.0653394	ENSMUSG00000001103	ENSMUSG00000001103	78503447	78505081	Sebox	11
ENSMUSG00000001105.9	62.7476	65.1191	53.4927	45.9495	ENSMUSG00000001105	ENSMUSG00000001105	78536361	78541737	Ift20	11
ENSMUSG00000001119.6	0.578267	0.54403	0.479232	0.496547	ENSMUSG00000001119	ENSMUSG00000001119	76708792	76726168	Col6a1	10
ENSMUSG00000001120.8	2.4738900000000004	2.15305	1.51629	2.4151700000000003	ENSMUSG00000001120	ENSMUSG00000001120	76761857	76961887	Pcbp3	10
ENSMUSG00000001123.9	42.5356	40.6754	45.4389	65.8695	ENSMUSG00000001123	ENSMUSG00000001123	78962974	78984946	Lgals9	11
ENSMUSG00000001127.5	73.2208	72.4402	81.5801	84.1255	ENSMUSG00000001127	ENSMUSG00000001127	20797814	20860519	Araf	X
ENSMUSG00000001128.7	2.36243	2.02495	2.36527	1.66295	ENSMUSG00000001128	ENSMUSG00000001128	20925454	20931555	Cfp	X
ENSMUSG00000001131.5	47.4223	50.9603	25.5421	26.3743	ENSMUSG00000001131	ENSMUSG00000001131	20870166	20874735	Timp1	X
ENSMUSG00000001134.3	34.978	33.4574	42.2142	29.253	ENSMUSG00000001134	ENSMUSG00000001134	20941722	20962017	Uxt	X
    ENSMUSG00000001138.7	4.5216199999999995	5.4824	3.08711	3.18552	ENSMUSG00000001138	ENSMUSG00000001138	36511867	36528237	Cnnm3	1
ENSMUSG00000001143.7	4.04898	4.33472	3.06645	3.98898	ENSMUSG00000001143	ENSMUSG00000001143	36419871	36445271	Lman2l	1
ENSMUSG00000001150.5	8.458219999999999	8.783430000000001	6.35577	6.88995	ENSMUSG00000001150	ENSMUSG00000001150	76468927	76515857	Mcm3ap	10
ENSMUSG00000001151.8	4.9144	4.91222	3.6701599999999996	3.92755	ENSMUSG00000001151	ENSMUSG00000001151	76351263	76442786	Pcnt	10
ENSMUSG00000001155.7	0.719171	0.390916	0.0260819	0.061413499999999996	ENSMUSG00000001155	ENSMUSG00000001155	76575648	76590338	Ftcd	10
ENSMUSG00000001156.7	1.64295	1.808	1.17634	0.8235450000000001	ENSMUSG00000001156	ENSMUSG00000001156	86647042	86669161	Mxd1	6
ENSMUSG00000001157.7	23.5251	23.6352	23.6094	22.686999999999998	ENSMUSG00000001157	ENSMUSG00000001157	86691768	86733383	Gmcl1	6
ENSMUSG00000001158.7	68.0295	60.0762	34.4946	34.4625	ENSMUSG00000001158	ENSMUSG00000001158	86675151	86684522	Snrnp27	6
ENSMUSG00000001166.10	4.3389	4.64515	0.968283	1.25885	ENSMUSG00000001166	ENSMUSG00000001166	120800194	120812514	Oas1c	5
ENSMUSG00000001168.9	0.21815	0.4448	0.0324792	0.0	ENSMUSG00000001168	ENSMUSG00000001168	120861421	120873506	Oas1h	5
ENSMUSG00000001173.9	6.593660000000001	7.17735	4.58867	5.42733	ENSMUSG00000001173	ENSMUSG00000001173	47912387	47965868	Ocrl	X
ENSMUSG00000001175.7	296.562	286.05400000000003	342.699	305.35	ENSMUSG00000001175	ENSMUSG00000001175	100199435	100209814	Calm1	12
ENSMUSG00000001211.8	54.0567	52.3815	29.0501	32.4441	ENSMUSG00000001211	ENSMUSG00000001211	78269178	78352489	Agpat3	10
ENSMUSG00000001225.6	0.0	0.0	0.0	0.0	ENSMUSG00000001225	ENSMUSG00000001225	31390871	31473917	Slc26a3	12
ENSMUSG00000001227.5	0.38442	0.48329099999999997	0.9094459999999999	0.548026	ENSMUSG00000001227	ENSMUSG00000001227	56123085	56140343	Sema6b	17
ENSMUSG00000001228.8	14.6625	15.0405	2.85755	2.17175	ENSMUSG00000001228	ENSMUSG00000001228	56303321	56323486	Uhrf1	17
ENSMUSG00000001229.6	8.85202	9.37462	11.4643	13.0346	ENSMUSG00000001229	ENSMUSG00000001229	56186807	56218889	Dpp9	17
ENSMUSG00000001240.7	0.132675	0.0	0.0	0.0884516	ENSMUSG00000001240	ENSMUSG00000001240	101246028	101259546	Ramp2	11
ENSMUSG00000001247.9	67.492	68.2013	117.414	126.921	ENSMUSG00000001247	ENSMUSG00000001247	30957770	30973464	Lsr	7
ENSMUSG00000001248.7	10.86	11.0942	11.5968	12.0302	ENSMUSG00000001248	ENSMUSG00000001248	31130127	31155896	Gramd1a	7
ENSMUSG00000001249.8	0.151678	0.33064	0.0	0.211077	ENSMUSG00000001249	ENSMUSG00000001249	31098725	31115290	Hpn	7
ENSMUSG00000001260.5	0.0	0.0	0.0	0.0	ENSMUSG00000001260	ENSMUSG00000001260	70751047	70842617	Gabrg1	5
ENSMUSG00000001270.8	0.9193879999999999	0.768053	0.0842209	0.0	ENSMUSG00000001270	ENSMUSG00000001270	111669361	111672338	Ckb	12
ENSMUSG00000001280.6	18.2003	17.5492	15.1317	18.9869	ENSMUSG00000001280	ENSMUSG00000001280	102406143	102436404	Sp1	15
ENSMUSG00000001281.3	0.024175400000000003	0.0135025	0.028645499999999997	0.0	ENSMUSG00000001281	ENSMUSG00000001281	102215995	102231944	Itgb7	15
ENSMUSG00000001285.6	36.3951	37.3899	28.2848	27.2964	ENSMUSG00000001285	ENSMUSG00000001285	102331709	102338139	Myg1	15
ENSMUSG00000001288.8	11.3055	12.4481	11.6158	14.6789	ENSMUSG00000001288	ENSMUSG00000001288	102234938	102257517	Rarg	15
ENSMUSG00000001289.6	233.62099999999998	222.512	184.19099999999997	159.085	ENSMUSG00000001289	ENSMUSG00000001289	102326116	102331873	Pfdn5	15
ENSMUSG00000001300.8	14.0821	14.4493	12.1979	11.8067	ENSMUSG00000001300	ENSMUSG00000001300	8617434	8661242	Efnb2	8
ENSMUSG00000001305.5	28.4011	29.6516	46.729	41.5913	ENSMUSG00000001305	ENSMUSG00000001305	186720978	186749358	Rrp15	1
ENSMUSG00000001313.6	6.14534	5.892119999999999	3.8811699999999996	3.34078	ENSMUSG00000001313	ENSMUSG00000001313	101464999	101471853	Rnd2	11
ENSMUSG00000001323.10	8.92559	8.919369999999999	14.3377	13.5711	ENSMUSG00000001323	ENSMUSG00000001323	74906359	74925948	Srr	11
ENSMUSG00000001333.8	0.170915	0.33009099999999997	0.10827300000000001	0.0995181	ENSMUSG00000001333	ENSMUSG00000001333	129287617	129308559	Sync	4
ENSMUSG00000001334.9	0.034994300000000006	0.052109300000000004	0.04145719999999999	0.0687102	ENSMUSG00000001334	ENSMUSG00000001334	129136999	129144593	Fndc5	4
ENSMUSG00000001348.8	5.15541	4.88002	2.62858	2.95118	ENSMUSG00000001348	ENSMUSG00000001348	22126727	22135711	Acp5	9
ENSMUSG00000001349.4	0.869981	0.370529	0.180123	0.325809	ENSMUSG00000001349	ENSMUSG00000001349	22099216	22109630	Cnn1	9
ENSMUSG00000001366.8	22.1136	20.9081	20.0813	20.1027	ENSMUSG00000001366	ENSMUSG00000001366	78081499	78109065	Fbxo9	9
ENSMUSG00000001376.9	22.7318	23.4895	43.9913	40.8364	ENSMUSG00000001376	ENSMUSG00000001376	3498382	3603531	Vps50	6
ENSMUSG00000001380.6	39.1443	38.9042	50.3837	46.2053	ENSMUSG00000001380	ENSMUSG00000001380	36766530	36783205	Hars	18
ENSMUSG00000001383.8	35.4718	33.1743	15.6489	13.3364	ENSMUSG00000001383	ENSMUSG00000001383	36793923	36799660	Zmat2	18
ENSMUSG00000001403.7	5.4863599999999995	5.5845199999999995	1.71354	3.4746	ENSMUSG00000001403	ENSMUSG00000001403	164769898	164778822	Ube2c	2
ENSMUSG00000001415.5	16.7176	16.5785	23.0343	22.0443	ENSMUSG00000001415	ENSMUSG00000001415	88336260	88362338	Smg5	3
ENSMUSG00000001416.7	268.14799999999997	265.513	389.059	350.33	ENSMUSG00000001416	ENSMUSG00000001416	88297116	88321767	Cct3	3
ENSMUSG00000001418.6	53.0187	53.8522	65.0101	66.2304	ENSMUSG00000001418	ENSMUSG00000001418	88325023	88331313	Glmp	3
ENSMUSG00000001419.10	4.27267	4.6622900000000005	3.4483	5.14343	ENSMUSG00000001419	ENSMUSG00000001419	88142372	88172086	Mef2d	3
ENSMUSG00000001420.7	1.15337	1.31592	0.627456	0.864266	ENSMUSG00000001420	ENSMUSG00000001420	88328655	88336148	Tmem79	3
ENSMUSG00000001424.7	245.06799999999998	293.3	318.89799999999997	349.685	ENSMUSG00000001424	ENSMUSG00000001424	28475139	28935162	Snd1	6
ENSMUSG00000001435.8	118.243	120.01899999999999	123.93299999999999	131.78	ENSMUSG00000001435	ENSMUSG00000001435	77052178	77166548	Col18a1	10
ENSMUSG00000001436.9	11.3137	8.53613	12.2524	12.1564	ENSMUSG00000001436	ENSMUSG00000001436	77032241	77061002	Slc19a1	10
ENSMUSG00000001440.5	104.777	99.9831	153.746	147.02700000000002	ENSMUSG00000001440	ENSMUSG00000001440	97159714	97187881	Kpnb1	11
ENSMUSG00000001441.7	13.8565	16.4168	27.3396	27.9927	ENSMUSG00000001441	ENSMUSG00000001441	97205842	97280638	Npepps	11
ENSMUSG00000001444.2	0.0	0.0	0.0	0.0	ENSMUSG00000001444	ENSMUSG00000001444	97098071	97115331	Tbx21	11
ENSMUSG00000001445.4	28.5728	27.8472	29.6745	28.0252	ENSMUSG00000001445	ENSMUSG00000001445	97041560	97049213	Mrpl10	11
ENSMUSG00000001467.4	5.55269	5.23539	9.360380000000001	10.4351	ENSMUSG00000001467	ENSMUSG00000001467	4081145	4104746	Cyp51	5
ENSMUSG00000001472.9	74.8983	77.3883	79.9032	82.3592	ENSMUSG00000001472	ENSMUSG00000001472	123373753	123403835	Tcf25	8
ENSMUSG00000001473.6	22.0367	23.4282	30.6204	29.6503	ENSMUSG00000001473	ENSMUSG00000001473	67390717	67402748	Tubb6	18
ENSMUSG00000001482.8	14.5457	15.0559	5.25108	4.70298	ENSMUSG00000001482	ENSMUSG00000001482	123423527	123463270	Def8	8
ENSMUSG00000001493.9	0.132945	0.148704	0.0876177	0.0	ENSMUSG00000001493	ENSMUSG00000001493	101877510	101894374	Meox1	11
ENSMUSG00000001494.5	0.0	0.0	0.0	0.0	ENSMUSG00000001494	ENSMUSG00000001494	101962458	101967015	Sost	11
ENSMUSG00000001496.7	0.0	0.0	0.0	0.0	ENSMUSG00000001496	ENSMUSG00000001496	56531958	56536908	Nkx2-1	12
ENSMUSG00000001497.11	0.015034299999999999	0.0251349	0.0	0.0	ENSMUSG00000001497	ENSMUSG00000001497	56691767	56712822	Pax9	12
ENSMUSG00000001504.8	0.0	0.0	0.0	0.0	ENSMUSG00000001504	ENSMUSG00000001504	72628820	72634198	Irx2	13
ENSMUSG00000001506.9	0.05400830000000001	0.314737	0.036582300000000005	0.290206	ENSMUSG00000001506	ENSMUSG00000001506	94936224	94953042	Col1a1	11
ENSMUSG00000001507.9	73.7302	73.219	224.62400000000002	241.44400000000002	ENSMUSG00000001507	ENSMUSG00000001507	95044474	95076801	Itga3	11
ENSMUSG00000001508.9	0.0	0.0275856	0.0	0.0	ENSMUSG00000001508	ENSMUSG00000001508	94962791	94976327	Sgca	11
ENSMUSG00000001510.7	0.012272700000000001	0.0411313	0.0581725	0.41945	ENSMUSG00000001510	ENSMUSG00000001510	95120119	95125296	Dlx3	11
ENSMUSG00000001517.8	2.9140099999999998	2.99142	2.18643	2.0164400000000002	ENSMUSG00000001517	ENSMUSG00000001517	128362967	128376146	Foxm1	6
ENSMUSG00000001518.9	13.1142	12.2756	11.1871	10.7331	ENSMUSG00000001518	ENSMUSG00000001518	128409444	128424931	Itfg2	6
ENSMUSG00000001520.6	18.3605	18.4636	3.5749800000000005	3.96655	ENSMUSG00000001520	ENSMUSG00000001520	128399296	128416427	Nrip2	6
ENSMUSG00000001521.6	3.40245	3.45704	4.31796	5.47918	ENSMUSG00000001521	ENSMUSG00000001521	128321161	128355851	Tulp3	6
ENSMUSG00000001524.8	6.69804	6.40006	5.5106	4.96986	ENSMUSG00000001524	ENSMUSG00000001524	35667730	35673739	Gtf2h4	17
ENSMUSG00000001525.9	185.507	196.291	214.62	213.722	ENSMUSG00000001525	ENSMUSG00000001525	35833921	35838306	Tubb5	17
ENSMUSG00000001542.6	7.33195	6.41929	8.63368	9.40499	ENSMUSG00000001542	ENSMUSG00000001542	75706757	75772364	Ell2	13
ENSMUSG00000001552.8	47.6028	52.1057	66.6312	71.8895	ENSMUSG00000001552	ENSMUSG00000001552	100368958	100397763	Jup	11
ENSMUSG00000001555.4	0.046726	0.0594194	0.0	0.0648978	ENSMUSG00000001555	ENSMUSG00000001555	100415697	100424824	Fkbp10	11
ENSMUSG00000001558.4	6.7437	6.9911	6.99874	6.89398	ENSMUSG00000001558	ENSMUSG00000001558	100441917	100457022	Klhl10	11
ENSMUSG00000001566.8	0.0	0.0	0.0	0.0	ENSMUSG00000001566	ENSMUSG00000001566	29473034	29478470	Mnx1	5
ENSMUSG00000001569.9	12.6434	13.6063	14.4234	13.497	ENSMUSG00000001569	ENSMUSG00000001569	29434664	29457843	Nom1	5
ENSMUSG00000001576.8	68.8094	65.3817	86.0227	88.9338	ENSMUSG00000001576	ENSMUSG00000001576	26561489	26656931	Ergic1	17
ENSMUSG00000001583.6	2.14403	2.40255	2.3938	2.7845400000000002	ENSMUSG00000001583	ENSMUSG00000001583	69851005	69858730	Tnk1	11
ENSMUSG00000001588.6	0.210195	0.17941400000000002	0.13981300000000002	0.20595	ENSMUSG00000001588	ENSMUSG00000001588	69881567	69895539	Acap1	11
ENSMUSG00000001604.8	1.0257	0.388757	0.105769	0.23977300000000001	ENSMUSG00000001604	ENSMUSG00000001604	136247729	136274898	Tcea3	4
ENSMUSG00000001622.9	0.97405	0.7549939999999999	1.03465	0.835478	ENSMUSG00000001622	ENSMUSG00000001622	87925579	87932665	Csn3	5
ENSMUSG00000001627.5	82.2506	69.4482	135.697	119.948	ENSMUSG00000001627	ENSMUSG00000001627	40201567	40248504	Ifrd1	12
ENSMUSG00000001630.7	9.21815	9.13543	9.3671	8.77426	ENSMUSG00000001630	ENSMUSG00000001630	146724995	146778812	Stk38l	6
ENSMUSG00000001632.9	20.6067	20.046	23.4833	23.374000000000002	ENSMUSG00000001632	ENSMUSG00000001632	113307137	113324860	Brpf1	6
ENSMUSG00000001642.11	55.2439	48.4285	32.8548	26.7724	ENSMUSG00000001642	ENSMUSG00000001642	34302434	34317478	Akr1b3	6
ENSMUSG00000001655.6	0.0	0.0	0.0	0.0	ENSMUSG00000001655	ENSMUSG00000001655	102921103	102928814	Hoxc13	15
ENSMUSG00000001656.3	0.0	0.0	0.0	0.0	ENSMUSG00000001656	ENSMUSG00000001656	102954427	102957708	Hoxc11	15
ENSMUSG00000001657.6	0.0	0.0	0.0	0.0168358	ENSMUSG00000001657	ENSMUSG00000001657	102990607	102994111	Hoxc8	15
ENSMUSG00000001661.4	0.087703	0.0497706	0.0242403	0.024146599999999997	ENSMUSG00000001661	ENSMUSG00000001661	102998257	103011881	Hoxc6	15
ENSMUSG00000001663.4	105.01799999999999	109.493	2.55459	3.39506	ENSMUSG00000001663	ENSMUSG00000001663	75783813	75798584	Gstt1	10
ENSMUSG00000001665.4	13.9685	11.5561	2.90988	3.4554099999999996	ENSMUSG00000001665	ENSMUSG00000001665	75774115	75781414	Gstt3	10
ENSMUSG00000001666.8	52.5537	54.5107	23.369	22.6256	ENSMUSG00000001666	ENSMUSG00000001666	75771230	75773414	Ddt	10
ENSMUSG00000001670.7	0.110115	0.123106	0.0	0.0667275	ENSMUSG00000001670	ENSMUSG00000001670	109990437	109999803	Tat	8
ENSMUSG00000001672.8	0.106556	0.05955030000000001	0.0473723	0.0314157	ENSMUSG00000001672	ENSMUSG00000001672	109947914	109962203	Marveld3	8
ENSMUSG00000001674.5	22.8953	21.8266	37.084	32.4029	ENSMUSG00000001674	ENSMUSG00000001674	121553835	121567989	Ddx18	1
ENSMUSG00000001687.9	71.5346	71.6908	64.8288	63.2125	ENSMUSG00000001687	ENSMUSG00000001687	148504635	148552789	Ubl3	5
ENSMUSG00000001700.8	6.54322	6.67633	6.39694	6.369330000000001	ENSMUSG00000001700	ENSMUSG00000001700	56432132	56503792	Gramd3	18
ENSMUSG00000001707.7	37.6079	38.6454	62.7523	49.7752	ENSMUSG00000001707	ENSMUSG00000001707	38644207	38659058	Eef1e1	13
ENSMUSG00000001729.7	61.0034	63.2362	60.4577	58.4207	ENSMUSG00000001729	ENSMUSG00000001729	112653821	112674884	Akt1	12
ENSMUSG00000001739.7	0.164161	0.204377	0.500097	0.431569	ENSMUSG00000001739	ENSMUSG00000001739	136966616	136975858	Cldn15	5
ENSMUSG00000001741.5	0.143099	0.05858290000000001	0.329077	0.447725	ENSMUSG00000001741	ENSMUSG00000001741	83642825	83745726	Il16	7
ENSMUSG00000001750.9	74.5978	69.2807	68.3108	64.9756	ENSMUSG00000001750	ENSMUSG00000001750	3896050	3907133	Tcirg1	19
ENSMUSG00000001751.8	27.3042	27.9467	18.1818	18.2444	ENSMUSG00000001751	ENSMUSG00000001751	101070012	101077672	Naglu	11
ENSMUSG00000001755.6	32.9162	32.2292	39.8805	35.9745	ENSMUSG00000001755	ENSMUSG00000001755	101082565	101086619	Coasy	11
ENSMUSG00000001761.6	52.2961	54.9253	38.5346	38.4224	ENSMUSG00000001761	ENSMUSG00000001761	29735503	29761365	Smo	6
ENSMUSG00000001763.8	3.14519	3.11532	1.73131	1.6840700000000002	ENSMUSG00000001763	ENSMUSG00000001763	29694222	29718559	Tspan33	6
ENSMUSG00000001767.5	15.3525	14.0252	29.3271	27.0421	ENSMUSG00000001767	ENSMUSG00000001767	145917479	145935014	Crnkl1	2
ENSMUSG00000001768.9	4.6971	5.33352	3.24547	3.17225	ENSMUSG00000001768	ENSMUSG00000001768	145675215	145887616	Rin2	2
ENSMUSG00000001773.7	0.025836500000000002	0.0	0.0	0.0	ENSMUSG00000001773	ENSMUSG00000001773	86718977	86775943	Folh1	7
ENSMUSG00000001774.7	68.3634	66.0765	62.402	61.9354	ENSMUSG00000001774	ENSMUSG00000001774	18292125	18317442	Chordc1	9
ENSMUSG00000001783.3	81.9697	82.6965	105.259	91.7064	ENSMUSG00000001783	ENSMUSG00000001783	85938637	85957823	Rtcb	10
ENSMUSG00000001785.5	15.869000000000002	15.3904	27.0165	24.5105	ENSMUSG00000001785	ENSMUSG00000001785	85829494	85889096	Pwp1	10
ENSMUSG00000001786.8	10.6462	9.56483	10.0384	10.1707	ENSMUSG00000001786	ENSMUSG00000001786	86021972	86051873	Fbxo7	10
ENSMUSG00000001794.6	162.967	169.109	149.453	162.446	ENSMUSG00000001794	ENSMUSG00000001794	30186936	30198811	Capns1	7
ENSMUSG00000001802.9	1.03683	0.668404	0.0467354	0.24101199999999998	ENSMUSG00000001802	ENSMUSG00000001802	35200027	35215498	Lrp3	7
ENSMUSG00000001804.8	0.0	0.010154	0.0	0.0	ENSMUSG00000001804	ENSMUSG00000001804	20436175	20471821	Dsg4	18
ENSMUSG00000001815.8	0.0	0.0	0.0	0.0	ENSMUSG00000001815	ENSMUSG00000001815	74652991	74659557	Evx2	2
ENSMUSG00000001819.4	0.0	0.0	0.0155382	0.0	ENSMUSG00000001819	ENSMUSG00000001819	74668310	74671599	Hoxd13	2
ENSMUSG00000001823.4	0.0	0.0	0.014652799999999999	0.0	ENSMUSG00000001823	ENSMUSG00000001823	74675013	74677705	Hoxd12	2
ENSMUSG00000001827.5	0.0	0.0	0.0	0.0	ENSMUSG00000001827	ENSMUSG00000001827	101858331	101870788	Folr1	7
ENSMUSG00000001829.9	25.3075	24.6856	26.1908	23.1407	ENSMUSG00000001829	ENSMUSG00000001829	101663633	101795506	Clpb	7
ENSMUSG00000001833.9	212.08599999999998	206.077	195.25	177.852	ENSMUSG00000001833	ENSMUSG00000001833	25252439	25308571	Sept7	9
ENSMUSG00000001844.4	18.745	21.1985	13.2903	11.559000000000001	ENSMUSG00000001844	ENSMUSG00000001844	143316489	143329256	Zdhhc4	5
ENSMUSG00000001847.8	120.029	126.564	169.27700000000002	167.643	ENSMUSG00000001847	ENSMUSG00000001847	143503634	143528036	Rac1	5
ENSMUSG00000001855.8	10.2707	11.7969	13.0445	17.521	ENSMUSG00000001855	ENSMUSG00000001855	31974436	32053975	Nup214	2
ENSMUSG00000001864.7	15.1193	16.0422	7.17203	6.76813	ENSMUSG00000001864	ENSMUSG00000001864	31950139	31973442	Aif1l	2
ENSMUSG00000001865.1	0.0	0.0	0.0	0.0	ENSMUSG00000001865	ENSMUSG00000001865	20215620	20242181	Cpa3	3
ENSMUSG00000001870.8	4.2805	4.10651	1.8623900000000002	1.96025	ENSMUSG00000001870	ENSMUSG00000001870	75005568	75392512	Ltbp1	17
ENSMUSG00000001891.10	103.37	102.21	51.5235	50.5175	ENSMUSG00000001891	ENSMUSG00000001891	21321138	21371201	Ugp2	11
ENSMUSG00000001901.8	0.0188468	0.0134066	0.0128257	0.0	ENSMUSG00000001901	ENSMUSG00000001901	106008124	106034549	Kcnh6	11
ENSMUSG00000001909.7	32.5352	31.4217	26.3068	27.8315	ENSMUSG00000001909	ENSMUSG00000001909	84686307	84699808	Trmt1	8
ENSMUSG00000001910.4	16.0838	16.4162	14.0655	19.6643	ENSMUSG00000001910	ENSMUSG00000001910	84670483	84687862	Nacc1	8
ENSMUSG00000001911.9	4.56035	4.42312	2.7742400000000003	3.27153	ENSMUSG00000001911	ENSMUSG00000001911	84699876	84800344	Nfix	8
ENSMUSG00000001918.10	6.62789	6.7473600000000005	7.17231	5.76689	ENSMUSG00000001918	ENSMUSG00000001918	16781340	16798274	Slc1a5	7
ENSMUSG00000001924.9	161.297	158.933	230.52900000000002	256.726	ENSMUSG00000001924	ENSMUSG00000001924	20658326	20683179	Uba1	X
ENSMUSG00000001930.10	0.0220675	0.0212445	0.0119589	0.0	ENSMUSG00000001930	ENSMUSG00000001930	125546774	125686679	Vwf	6
ENSMUSG00000001942.7	12.2058	12.2041	12.4342	12.3156	ENSMUSG00000001942	ENSMUSG00000001942	37555698	37649655	Siae	9
ENSMUSG00000001943.6	0.0	0.0	0.0501212	0.17008900000000002	ENSMUSG00000001943	ENSMUSG00000001943	37539255	37544205	Vsig2	9
ENSMUSG00000001946.7	7.1553	7.344860000000001	30.8287	31.5168	ENSMUSG00000001946	ENSMUSG00000001946	37528078	37538319	Esam	9
ENSMUSG00000001948.8	2.32304	3.8426099999999996	3.9563800000000002	2.35414	ENSMUSG00000001948	ENSMUSG00000001948	37603290	37613722	Spa17	9
ENSMUSG00000001962.7	28.4275	26.6544	35.993	25.2631	ENSMUSG00000001962	ENSMUSG00000001962	74313033	74320149	Fam50a	X
ENSMUSG00000001964.8	20.976999999999997	21.9759	33.9559	31.9341	ENSMUSG00000001964	ENSMUSG00000001964	74254687	74261548	Emd	X
ENSMUSG00000001983.7	10.6585	10.0934	10.0291	8.75797	ENSMUSG00000001983	ENSMUSG00000001983	106066061	106073612	Taco1	11
ENSMUSG00000001985.8	0.0	0.00445014	0.0	0.0	ENSMUSG00000001985	ENSMUSG00000001985	125490700	125714173	Grik3	4
ENSMUSG00000001986.9	0.879383	0.811602	1.2505	1.85375	ENSMUSG00000001986	ENSMUSG00000001986	41400854	41678601	Gria3	X
ENSMUSG00000001988.8	0.412178	0.51451	0.48919300000000004	0.393239	ENSMUSG00000001988	ENSMUSG00000001988	16455721	16477728	Npas1	7
ENSMUSG00000001995.7	0.0	0.0	0.0	0.0	ENSMUSG00000001995	ENSMUSG00000001995	125418063	125569808	Sipa1l2	8
ENSMUSG00000001998.8	5.91525	6.610180000000001	5.10755	6.44591	ENSMUSG00000001998	ENSMUSG00000001998	127008717	127067909	Ap4e1	2
ENSMUSG00000001999.9	23.6283	24.3602	21.5364	21.0173	ENSMUSG00000001999	ENSMUSG00000001999	127070665	127097084	Blvra	2
ENSMUSG00000002006.6	5.20289	5.04461	5.08326	4.25403	ENSMUSG00000002006	ENSMUSG00000002006	73793359	73824969	Pdzd4	X
ENSMUSG00000002007.5	0.425038	1.01203	1.44976	0.758102	ENSMUSG00000002007	ENSMUSG00000002007	73774405	73778925	Srpk3	X
ENSMUSG00000002010.10	57.5693	56.1995	73.6773	73.7749	ENSMUSG00000002010	ENSMUSG00000002010	73778963	73786897	Idh3g	X
ENSMUSG00000002012.7	0.0	0.0	0.0	0.0	ENSMUSG00000002012	ENSMUSG00000002012	73655994	73660117	Pnck	X
ENSMUSG00000002014.6	138.425	145.763	238.168	203.388	ENSMUSG00000002014	ENSMUSG00000002014	73787028	73790830	Ssr4	X
ENSMUSG00000002015.5	213.8	198.854	243.738	210.915	ENSMUSG00000002015	ENSMUSG00000002015	73686178	73716175	Bcap31	X
ENSMUSG00000002017.9	16.7839	14.4385	19.4298	22.5394	ENSMUSG00000002017	ENSMUSG00000002017	75537086	75551946	Fam98a	17
ENSMUSG00000002020.8	0.12708699999999998	0.573324	0.0224238	0.0599735	ENSMUSG00000002020	ENSMUSG00000002020	84783212	84876532	Ltbp2	12
ENSMUSG00000002028.6	3.1735900000000004	3.4816800000000003	3.73348	5.25397	ENSMUSG00000002028	ENSMUSG00000002028	44803355	44881296	Kmt2a	9
ENSMUSG00000002031.4	41.6991	41.8789	63.4458	62.6116	ENSMUSG00000002031	ENSMUSG00000002031	44767908	44793447	Ift46	9
ENSMUSG00000002032.9	2.0561	2.4556400000000003	0.793484	0.983807	ENSMUSG00000002032	ENSMUSG00000002032	44793769	44799307	Tmem25	9
ENSMUSG00000002033.7	0.0369214	0.0	0.0	0.0	ENSMUSG00000002033	ENSMUSG00000002033	44969572	44980431	Cd3g	9
ENSMUSG00000002043.10	126.51799999999999	128.925	52.5252	52.7387	ENSMUSG00000002043	ENSMUSG00000002043	19508395	19516145	Trappc6a	7
ENSMUSG00000002052.6	25.4512	25.8685	34.0824	35.4762	ENSMUSG00000002052	ENSMUSG00000002052	78206746	78245987	Supt6	11
ENSMUSG00000002055.3	4.85789	4.4205	1.79462	1.9360700000000002	ENSMUSG00000002055	ENSMUSG00000002055	78301529	78322457	Spag5	11
ENSMUSG00000002057.4	0.0594481	0.0221114	0.117289	0.186552	ENSMUSG00000002057	ENSMUSG00000002057	78357577	78386558	Foxn1	11
